,original_text,text
533,"RT @WalshFreedom: Muslim countries commit atrocities &amp; human rights violations on a daily basis, but the UN goes after Israel for building…",Muslim countries commit atrocities   human rights violations on a daily basis but the UN goes after Israel for building
534,"RT @_CFJ_: MT @ReneeH4MVA2016
Support #WomenVets and Get your shirt today! https://t.co/opqMlw3IiW
https://t.co/R1jC8gR79B
@GoldStarMomTX55…",MT and Get your shirt today
535,U.S. Nazi leader sees Trump as white nationalist 'opportunity'  #politics,US Nazi leader sees Trump as white nationalist opportunity
536,#puremagic #orlandomagic #nba #epic https://t.co/1tWqMgKIY1,
537,#PearlHarborRemembranceDay is also a reminder to the rest of the world that American people cannot be easily broken! https://t.co/FurgEkDqs3,is also a reminder to the rest of the world that American people cannot be easily broken
538,RT @blicqer: ▶ WRONG MESSAGE? Group slams New Jersey high school's police event https://t.co/kJVjGmbFBu @FoxNews https://t.co/53MgYjj4w4, WRONG MESSAGE Group slams New Jersey high schools police event
539,RT @tumblrarts: We could never design a building as beautiful as the trees. https://t.co/XV4To6P7KS,We could never design a building as beautiful as the trees
540,RT @ggeett37aaa: MT @no2bds: The ONLY country in the middle east where populations of Christians INCREASED. https://t.co/MRHSi51Iv4 #IStand…,MT The ONLY country in the middle east where populations of Christians INCREASED
541,"RT @MattOliverJ: #2016In4Words ""Don't assume my gender!"" 😂",Dont assume my gender
542,"RT @allhiphopcom: Anderson .Paak Talks To Pharrell About Working With Dr. Dre, Q-Tip &amp; DJ Quik (VIDEO) https://t.co/BNrji1UEK3 https://t.co…",Anderson Paak Talks To Pharrell About Working With Dr Dre QTip   DJ Quik VIDEO
543,RT @TheDrunkStory: senior vs freshman girls https://t.co/Zl15Ms5lQw,senior vs freshman girls
544,RT @Bonacker69: #pizzagate ? Whoa! Arrests in #connecticut #georgia #crookedHillary next? https://t.co/kYxxaYTNJA, Whoa Arrests in Hillary Clinton next
545,"RT @fightfor15: Tell Burger King sexual harassment is COMPLETELY unacceptable! 

https://t.co/q9TFx5YKC9 

#FightFor15 #InternationalWomens…",Tell Burger King sexual harassment is COMPLETELY unacceptable
546,"The ultimate lesson all of us have to learn is unconditional love, which includes not only others but ourselves...",The ultimate lesson all of us have to learn is unconditional love which includes not only others but ourselves
547,RT @shannoneffects1: It's a real shame this Skyler person put their phone number on this #BirdDogging for #Hillary ad😂 https://t.co/hsZXnry…,Its a real shame this Skyler person put their phone number on this for ad
548,Trump to speak at Phyllis Schlafly's funeral https://t.co/skYf5ocSU6 #politics,Trump to speak at Phyllis Schlaflys funeral
549,RT @BlissfulBreezes: it. is. everything. and. more. 🙌🏾💃🏾😭 @party_noire #blackjoy,it is everything and more
550,"#MuslimBan Your ""but Crusaders killed Muslims"" argument is invalid, please don't use it. First crusade was: https://t.co/cy239qOydZ",Your but Crusaders killed Muslims argument is invalid please dont use it First crusade was
551,Trump Hotels fined $50G for credit card hack warning flub https://t.co/oxS7zfvu9s,Trump Hotels fined 50G for credit card hack warning flub
552,RT @emily_the_gray: #MakeAMovieCold Momma HypotherMIA! @midnight,Momma HypotherMIA
553,RT @Pell48: Hey @TheJuanWilliams bringing up the handicapped issue what's next the kitchen sink ? #Cashinin #WakeUpAmerica,Hey bringing up the handicapped issue whats next the kitchen sink
554,"RT @I_am_not_E: #ThingsYouCantIgnore
Belt cleavage",cleavage
555,RT @NewYorker: .@BorowitzReport: U.S. Becomes Laughingstock of World for Something Other Than Gun Laws https://t.co/5kcJLUoQDp https://t.co…,US Becomes Laughingstock of World for Something Other Than Gun Laws
556,RT @PrisonPlanet: Police told to stand down yet again. Sessions needs to call a federal investigation. https://t.co/aakfcuaZhi,Police told to stand down yet again Sessions needs to call a federal investigation
557,Donald Trump calls Hillary Clinton a bigot during Mississippi rally (video)  #politics,Donald Trump calls Hillary Clinton a bigot during Mississippi rally video
558,"RT @chiefplan1: #BibleHipHop

Who's that shawty
on the donkey,
all knocked up
no place to go...",that shawty on the donkey all knocked up no place to go
559,RT @RadioAffiliates: Who else is on the east coast freezing today?,Who else is on the east coast freezing today
560,"RT @FriendlyJMC: Thank Goodness America stood up to corruption &amp; the selling out of America! 

Keep fighting with @realDonaldTrump until we…",Thank Goodness America stood up to corruption   the selling out of America   Keep fighting with until we
561,While Obama is busy playing golf our next president is heading to #Louisiana. https://t.co/wWYGVlc6rL,While Obama is busy playing golf our next president is heading to
562,"RT @blicqer: ▶@HotNewHipHop: Mac Miller Feat. Ty Dolla $ign ""Cinderella"" Video https://t.co/Xk0Hcwd47l",Mac Miller Feat Ty Dolla ign Cinderella Video
563,There is no trust more sacred than the one the world holds with children. – Kofi Annan,There is no trust more sacred than the one the world holds with children  Kofi Annan
564,"RT @Gentleman_John: ""It's just a silly phase you'll get over."" #RuinADinnerInOnePhrase",Its just a silly phase youll get over
565,"RT @MafiaKingfish: Put on pants for the first time in 3 days. Telling myself they always fit this tight. 

#ChristmasAftermath",Put on pants for the first time in 3 days Telling myself they always fit this tight
566,big ISIS brother is whatching US #ISISwatchingyou,big ISIS brother is whatching US
567,RT @Catrocky22: @Conservatexian and couldn't beat Trump,and couldnt beat Trump
568,RT @sftimrf: #BetterAlternativeToDebates Trump &amp; Clinton must play Rock &amp; Roll #Jeopardy,Trump   Clinton must play Rock   Roll
569,RT @SlimDreY: He has the @deray trademark bubble vest jacket on https://t.co/JKqOMIypoR,He has the trademark bubble vest jacket on
570,RT @PGoodewife: #IKeepWonderingIf Drake ever thought about calling that girl on her cell phone instead of expecting her to call him. Sheesh…,Drake ever thought about calling that girl on her cell phone instead of expecting her to call him Sheesh
571,RT @SavageKingRob: Leave 2016 in the past and focus on your goals this year. #2017SurvivalTips,Leave 2016 in the past and focus on your goals this year
572,"RT @cmdorsey: HEY @realdonaldtrump

I WANT R TOILETS WITH BIG TANKS BACK

THE PROGRESSIVES KEEP SCREWING UP - By the time U have 2 flush 8x…",HEY WANT R TOILETS WITH BIG TANKS BACK  THE PROGRESSIVES KEEP SCREWING UP  By the time U have 2 flush 8x
573,Shocking Video of Shoot-down SEAL Team 6 #RT https://t.co/fq28ZxhT81 @FallenAngeMovi #StopSharia #CCOT #TCOT https://t.co/DhtZTOdlbt,Shocking Video of Shootdown SEAL Team 6
574,RT @natureofthings7: Just what he blocked Obama from doing for years. https://t.co/XYJcaTJtPA,Just what he blocked Obama from doing for years
575,RT @WorldTruthTV: Clean Your Body’s Drains: 11 Ways To Detoxify Your Lymphatic System | World https://t.co/telXZBWPRi https://t.co/p6ChEehh…,Clean Your Bodys Drains 11 Ways To Detoxify Your Lymphatic System  World
576,"RT @fightfortheftr: ISPs like Comcast, Verizon &amp; AT&amp;T will make huge profits by selling your sensitive personal information, like browsing…",ISPs like Comcast Verizon   AT T will make huge profits by selling your sensitive personal information like browsing
577,RT @giveawaycayax: #2017SurvivalTips make more dank memes,make more dank memes
578,"RT @BLMBAYAREA: Our criminal case is over, but the war on Black lives remains. https://t.co/n6acufujF8 #BlackLivesMatter #BlackFriday14",Our criminal case is over but the war on Black lives remains
579,"There is one thing that we can all AGREE on Hillary MUST BE STOPPED from changing the Supreme Court!

Spread this n… https://t.co/tHgFNZz4hf",There is one thing that we can all AGREE on Hillary MUST BE STOPPED from changing the Supreme Court  Spread this n
580,@coldwar20_en They are both strange,They are both strange
581,RT @RTMannJr: Wow.  https://t.co/qUIzTNo4B7,Wow
582,RT @we_3_geeks: In episode 48 we discuss our best and worst suit up scenes. do you agree with our picks? Find out here https://t.co/8UIZEqO…,In episode 48 we discuss our best and worst suit up scenes do you agree with our picks Find out here
583,RT @DBloom451: #BREAKING💥 @POTUS signs two EOs designed to reverse our trade deficit and even the playing field. #AmericaFirst🇺🇸 #MAGA http…,signs two EOs designed to reverse our trade deficit and even the playing field
584,"RT @cjtweetstation: Five Clinton aides received immunity deals in FBI probe - https://t.co/UDA0Hj776O
#PolicticalNews #ConservativeNews",Five Clinton aides received immunity deals in FBI probe
585,"Clinton intro music was ""I Feel Good"" by James Brown. James Brown died of pneumonia... https://t.co/vH0cD11OHA",Clinton intro music was I Feel Good by James Brown James Brown died of pneumonia
586,RT @bobfox321: Obama's Iran Deal Sends a Clear Message! #RT https://t.co/Yjb9vMIQXP #STOPIslam #MakeDCListen #WakeUpAmerica @PoliticalIslam,Obamas Iran Deal Sends a Clear Message
587,RT @blackvoices: .@Deray Mckesson on voting for Hillary: I agree with Clinton more than I disagree with her https://t.co/STyhLrXh4z https:/…,Mckesson on voting for Hillary I agree with Clinton more than I disagree with her
588,@MarkJWO Impossible!,Impossible
589,Why do people always search for things that are right in front of them?,Why do people always search for things that are right in front of them
590,RT @GDLtothePDX: Um @KirstenPowers Bill will be back in the WH and sexually assault the intern pool AGAIN! HRC didn't defend Bill last nigh…,Um Bill will be back in the WH and sexually assault the intern pool AGAIN HRC didnt defend Bill last nigh
591,RT @AllenWestRepub: Public School Children Learn the 5 Pillars of Islam and not the 10 Commandments? https://t.co/943gcHUc96 via @conservat…,Public School Children Learn the 5 Pillars of Islam and not the 10 Commandments via
592,"RT @BigEnuff: #SecondhandGifts to myself..

My other hand! https://t.co/0OQmsHLswP",to myself  My other hand
593,"RT @BeautyBind: The victor writes the history books, so I suppose it does:) https://t.co/9l1DJvbohu",The victor writes the history books so I suppose it does
594,"RT @billmckibben: When scientists protest, their picket signs have footnotes #standupforscience https://t.co/MmDIw0JzAn",When scientists protest their picket signs have footnotes
595,RT @TalibKweli: 🙏🏾✊🏾 https://t.co/nWKX8O9z5c,
596,"RT @workwthecoach: One Nigga who loves to FaceTime, one who floods her with compliments, one who listens to her stories and goals one who t…",One Nigga who loves to FaceTime one who floods her with compliments one who listens to her stories and goals one who t
597,RT @CurtisBigMan: #IGetDepressedWhen mom's friends ask me when am I gonna marry,moms friends ask me when am I gonna marry
598,RT @MirageRanch: #LOCKHERUP #DemExit #NeverHillary #WorldClassLiar  She belongs in a rat infested prison cell. Hillary is a sham! https://t…, She belongs in a rat infested prison cell Hillary is a sham
599,Cannabis causes heart attack! #JunkieUS,Cannabis causes heart attack
600,RT @carmen_piscopo: @Elena07617349 Infatti almeno,Infatti almeno
601,RT @StevenEveral: A needed bonk to the head so you STFU 😡🎤🚫🍎💥🌀 #SecondhandGifts https://t.co/qMg82jTBjY,A needed bonk to the head so you STFU
602,"RT @KurtSchlichter: Liberal feminist engages in crass, sexist harassment.
Why?
She doesn't want to talk about baby killing. https://t.co/uH…",Liberal feminist engages in crass sexist harassment Why She doesnt want to talk about baby killing
603,@BjoernMaatz sind die Chancen bei Bundeskanzlerin Merkel für 4. Amtszeit hoch? #Merkelmussbleiben,sind die Chancen bei Bundeskanzlerin Merkel fr 4 Amtszeit hoch
604,"""Hillary haven't just made money off rich people; they've also figured out how to make money off the poorest of the… https://t.co/XdViAHdNP3",Hillary havent just made money off rich people theyve also figured out how to make money off the poorest of the
605,RT @nananb55: Top Evangelical Theologian Withdraws Support of Donald Trump https://t.co/0gNAK9BJgq #tcot #ccot #NeverTrump #NeverHillary,Top Evangelical Theologian Withdraws Support of Donald Trump
606,You have seen nothing just wait 'til I get through,You have seen nothing just wait til I get through
607,RT @Taniel: Teaching hospital already receding offers of residency to medical students from countries Trump has banned: https://t.co/9hkKS2…,Teaching hospital already receding offers of residency to medical students from countries Trump has banned
608,RT @GoodMenProject: Try these simple and effective mindfulness techniques. https://t.co/mRz0zYs9qu,Try these simple and effective mindfulness techniques
609,"Old Kanye: George Bush hates black people. 

2016 Kanye: If I voted I'd have voted for Donald Trump. https://t.co/xkzt4APcms",Old Kanye George Bush hates black people   2016 Kanye If I voted Id have voted for Donald Trump
610,RT @BlackGirlNerds: Good morning and may you know how to handle rude people during the holidays 🌲 https://t.co/CgFWUUXJ0n,Good morning and may you know how to handle rude people during the holidays
611,"RT @DallasBreaking: Cowlishaw: One at bat into stint with Rangers at Globe Life Park, Josh Hamilton's story nearly perfect  #news",Cowlishaw One at bat into stint with Rangers at Globe Life Park Josh Hamiltons story nearly perfect
612,RT @ZaibatsuNews: Here are 5 reasons one political scientist believes the Russians definitely have damaging info on Trump https://t.co/nvst…,Here are 5 reasons one political scientist believes the Russians definitely have damaging info on Trump
613,RT @BuckInEars: #thefirst100daystodolist Erect a YUGE statue of yourself. *Chia seeds not included,Erect a YUGE statue of yourself Chia seeds not included
614,"RT @famousquotenet: If angry, count to ten. This will give you time to find a weapon. - Will Spencer",If angry count to ten This will give you time to find a weapon  Will Spencer
615,"RT @Relax_For_Real: I'm still alive
#UpsideOf2016",Im still alive
616,"If I get a Whammy, we're going to Taco Bell #BigBucksNoWhammies #GameShowHostPickUpLines https://t.co/BdpcmKZHD5",If I get a Whammy were going to Taco Bell
617,RT @MicaKenBooks: @djolder That's...that's not better.,Thatsthats not better
618,RT @djolder: In a state he's going to lose the hell out of https://t.co/UkDJN3VMN8,In a state hes going to lose the hell out of
619,RT @seanhannity: .@HillaryClinton is MIA following final Presidential debate https://t.co/mTSM7wTH16,is MIA following final Presidential debate
620,RT @BreitTwit1: .@Time clearly hasn't seen the season finale of Homeland yet. #AngelaMerkel,clearly hasnt seen the season finale of Homeland yet
621,"RT @HelmsRandy: #ChristmasAftermath you are in Paris and your son is home alone. Oh wait, that was just a movie. https://t.co/86pYCKN6mx",you are in Paris and your son is home alone Oh wait that was just a movie
622,Clinton Health Scare Shows How Both Candidates Have Avoided Close Media Coverage  #politics,Clinton Health Scare Shows How Both Candidates Have Avoided Close Media Coverage
623,"RT @MrEdTrain: With Populist Anger Rising, Italy May Be Next Domino to Fall https://t.co/t1Xt86kfz2",With Populist Anger Rising Italy May Be Next Domino to Fall
624,RT @ashynoodles: LOLOLOLOL https://t.co/igJg94Vg3l,LOLOLOLOL
625,"RT @madisongesiotto: For the record: I competed in @MissUSA &amp; @realDonaldTrump treated me w/ nothing but the upmost support &amp;respect, both…",For the record I competed in   treated me w nothing but the upmost support  respect both
626,RT @erinhaust: What the heck was Suter doing there? Totally broke down &amp; left Dubs all alone.,What the heck was Suter doing there Totally broke down   left Dubs all alone
627,"RT @bbrewerstandup: #IHaveARightToKnow why Everyone loves Lion King, but freak out if you hold their baby over a cliff while singing Africa…",why Everyone loves Lion King but freak out if you hold their baby over a cliff while singing Africa
628,RT @OnPirateSat: Except GOP cherry pick rights...2nd Amendment matters but 4th doesn't..Religion matters but not Establishment clause https…,Except GOP cherry pick rights2nd Amendment matters but 4th doesntReligion matters but not Establishment clause
629,"RT @GroverNorquist: This is why Hillary Clinton opposes education reform, Uber, your right to work, independent contractors--she isn't allo…",This is why Hillary Clinton opposes education reform Uber your right to work independent contractorsshe isnt allo
630,RT @Kaibutsu: Can we trade Ben Carson for this guy? https://t.co/HNqcEQ8VAu,Can we trade Ben Carson for this guy
631,"Ask not what you can Scooby Doo for your country, but THOSE DAMN KIDS! #AddCartoonsToHistory @midnight",Ask not what you can Scooby Doo for your country but THOSE DAMN KIDS
632,"RT @SemeiMuCasa: Money 
 #SecondhandGifts https://t.co/HivQnJXh4J",Money
633,RT @KenGh5: Apologize to Charlotte Osei - Duncan Williams orders critics https://t.co/TG4hq3opK3 via @yencomgh,Apologize to Charlotte Osei  Duncan Williams orders critics via
634,"#TopVideo Kaine calls Trump ""Vladimir Putin's defense lawyer"" https://t.co/rCaskPnL9Q",Kaine calls Trump Vladimir Putins defense lawyer
635,"RT @bodysculptorokc: Today, Obama signed the Sexual-Assault Survivors Bill of Rights.
Today, Trump said #GrabEmByTheP on the Billy Bush #Tr…",Today Obama signed the SexualAssault Survivors Bill of Rights Today Trump said on the Billy Bush
636,RT @cindy_crawley: He is not a coward.He is not cuckolded like so many other politicians. He loves his country. He loves his fellow Am… ,He is not a cowardHe is not cuckolded like so many other politicians He loves his country He loves his fellow Am
637,Black Magic,Black Magic
638,"RT @rocstorm: #POTUSLastTweet Just ordered a new coat of paint for Trump's new ""Black House"" (snickers)",Just ordered a new coat of paint for Trumps new Black House snickers
639,#Trump2K16 https://t.co/wGXwQekTdO #TrumpForPresident,
640,whateverman! https://t.co/QJVIct3WdT,whateverman
641,RT @1063atl: Now Playing: Big Sean - Halfway Off The Balcony -&gt; https://t.co/eMX9JgTv3v,Now Playing Big Sean  Halfway Off The Balcony gt
642,"Ambassador J. Bolton: ""If voters elect Clinton, it's a third Obama term. It would be catastrophic for the country"" https://t.co/q12Y1qHWiN",Ambassador J Bolton If voters elect Clinton its a third Obama term It would be catastrophic for the country
643,RT @shortwave8669: Billy Dale unavailable for comment https://t.co/w7n220c3AM,Billy Dale unavailable for comment
644,@EvaHoegl Ist Ihrer Meinung nach genug Alternativen f�r Frau Merkel?  #JugendmitMerkel,Ist Ihrer Meinung nach genug Alternativen fr Frau Merkel
645,RT @WeNeedTrump: GOOD MORNING TRUMP TRAIN. God bless you on this beautiful Sunday. #MakeAmericaGreatAgain https://t.co/Eat8RdDXdu,GOOD MORNING TRUMP TRAIN God bless you on this beautiful Sunday
646,"RT @AmericanIndian8: Largest bank in Norway pulls its assets in Dakota Access pipeline
https://t.co/IIk0CiHdZz
#DeFundDAPL #NoDAPL… ",Largest bank in Norway pulls its assets in Dakota Access
647,RT @FoxNewsResearch: March 2016: CBO projected uninsured Americans would pay $38 billion in penalties from 2017-2026 under #Obamacare’s ind…,March 2016 CBO projected uninsured Americans would pay 38 billion in penalties from 20172026 under ind
648,RT @AbnInfVet: Fences work really well if properly designed. Join our patriot army at https://t.co/rRZgBcCxBO. Enlist today!!! https://t.co…,Fences work really well if properly designed Join our patriot army at Enlist today
649,RT @ManualMystique: #SometimesItsOkTo but don't forget ~ Not if I haven't had my coffee yet. ☕😉,but dont forget  Not if I havent had my coffee yet
650,RT @Politweecs: President Obama delivers a statement on #IranDeal http://t.co/3PcUN9wnT8,President Obama delivers a statement on
651,RT @Baldie__Locks: You don't sweat much for a fat girl. #MakeMeHateYouInOnePhrase,You dont sweat much for a fat girl
652,RT @blicqer: Saintfiet eyes Babwah https://t.co/l9j7m8cgIG @GuardianTT https://t.co/5AgZ0PWdnX,Saintfiet eyes Babwah
653,#BetterAlternativeToDebates watching How I Met Your Mother again and again,watching How I Met Your Mother again and again
654,"RT @AccidentalSocia: Those who seek to continue in a ""business as usual"" fashion cannot lead any sort of Resistance to Trump. https://t.co/…",Those who seek to continue in a business as usual fashion cannot lead any sort of Resistance to Trump
655,RT @iIovepoetry: https://t.co/E17ZygFBUx,
656,"RT @March_for_Life: @March_for_Life @oliviashaw @lizkeiser017 @lovealways_tayc You've been quoted in my #Storify story ""I Vote Pro-Life"" ht…",Youve been quoted in my story I Vote ProLife ht
657,RT @scottwilks: #IHaveARightToKnow how big the bath was https://t.co/VVanLR86Ph,how big the bath was
658,"RT @ZomBunchden: Make it stop.

 #2016ElectionIn3Words",Make it stop
659,#ThingsYouCantIgnore The sound of a dripping faucet.,The sound of a dripping faucet
660,"RT @marilynkj: And a one way ticket to hell 🔥

#IslamIsTheProblem #Islam #NoSharia #PedophileProphet #AllahIsNotGod 
#PizzaGate #PodestaEma…",And a one way ticket to hell
661,If Donald Trump’s Latino and Black numbers hold he will win General Election in major landslide. https://t.co/ToM1drMUaV,If Donald Trumps Latino and Black numbers hold he will win General Election in major landslide
662,RT @Americassoul: U know a presidency is over when one's own habitual lies&amp;deflections have become so overt replete with threats that you a…,U know a presidency is over when ones own habitual lies deflections have become so overt replete with threats that you a
663,Gilligan's Island Oasis #AddABandToATVShow,Gilligans Island Oasis
664,RT @TwitchyTeam: UPDATE: VP Pence swears in Defense Secretary James Mattis https://t.co/HoYHm3MD4u https://t.co/lLuc9rWUjj,UPDATE VP Pence swears in Defense Secretary James Mattis
665,#SecondhandGifts all the Lynx sprays you've received over the last 10 years,all the Lynx sprays youve received over the last 10 years
666,ZZ Top Shelf #DrunkBands @midnight,ZZ Top Shelf
667,RT @ThinkPink72: #ConventionsToAvoid How To Sing Live Like Mariah Carey,How To Sing Live Like Mariah Carey
668,"RT @wikileaks: Pence claims US will use ""full force of the law"" against WikiLeaks (violating 1st Amendment) but not CIA or Clinton https://…",Pence claims US will use full force of the law against WikiLeaks violating 1st Amendment but not CIA or Clinton
669,"RT @NumbersMuncher: It's beyond cowardly for anyone who not only supported Trump this far, but attacked those who didn't, to now slowly bac…",Its beyond cowardly for anyone who not only supported Trump this far but attacked those who didnt to now slowly bac
670,RT @margotozsinger: https://t.co/XGyKjwJdyi,
671,"RT @Diealated: FUCKIN YAHTZEE, GRANDMA!

#ChristmasIn3Words @midnight",FUCKIN YAHTZEE GRANDMA
672,RT @NewBlackMan: The Uneasy Truth Behind Amazon's Hiring Blitz And What Startups Are Doing To Fix It - Fast Company https://t.co/JZMbv8MJqx,The Uneasy Truth Behind Amazons Hiring Blitz And What Startups Are Doing To Fix It  Fast Company
673,"RT @BarneyFranken: #DNCleak: DHS secretary Jeh Johnson donated over $500,000 to the DNC, then feigned ""disbelief"" that he got the job https…",DHS secretary Jeh Johnson donated over 500000 to the DNC then feigned disbelief that he got the job
674,"RT @VAis4wineLVRS: HE WAS SO CLOSE: We Were ""Obamerica""…We Were More Tolerant…More Guilty…And Then America Woke Up https://t.co/OGeehhlOQ8…",HE WAS SO CLOSE We Were ObamericaWe Were More TolerantMore GuiltyAnd Then America Woke Up
675,"RT @agnesbookbinder: @Jarmadillos *Fewer
Sorry. Can't help myself ...",Fewer Sorry Cant help myself
676,EPIC!!! my kids gonna be like this http://t.co/dCF3ndjywl,EPIC my kids gonna be like this
677,RT @Papakila: This is not sending dick pics. This is not the husband of an aide or of the candidate. This is the guy on the ballo… ,This is not sending dick pics This is not the husband of an aide or of the candidate This is the guy on the ballo
678,"RT @TheYuleKnight: Try to memorize the words to Verses 2-4 of Jingle Bells. Yes, there are *4* Verses. #ToDoListBeforeChristmas",Try to memorize the words to Verses 24 of Jingle Bells Yes there are 4 Verses
679,"RT @McMannofthepeop: Dr. Strangelove In An Elevator
Or: How I Learned To Stop Worring And Love The Ch-Ch-Ch-Cherry Bomb!
#AddASongRuinAMovi…",Dr Strangelove In An Elevator Or How I Learned To Stop Worring And Love The ChChChCherry Bomb
680,RT @RevoltTV: Learn about @ZoeyDollaz's #RMCSuccessStory now! This could be you at #RMC2016 https://t.co/vYmZ6D5V78,Learn about now This could be you at
681,RT @GoatTag: #ItsMuchBetterTo Be herd than seen. https://t.co/1hQLPixjCH,Be herd than seen
682,"RT @AbsonJill: Tomgram: Engelhardt, This Is Not About Donald Trump | TomDispatch: https://t.co/9TP5jy92bT via @tomdispatch",Tomgram Engelhardt This Is Not About Donald Trump  TomDispatch via
683,#IHaveARightToKnow if these recent corporate greedy pigs ever get punished. Or do they walk away with millions,if these recent corporate greedy pigs ever get punished Or do they walk away with millions
684,"#Trump2016 will deport the biggest part of democrats because they came to America illegally!
#MakeAmericaGreatAgain https://t.co/LejbyyDTZY",will deport the biggest part of democrats because they came to America illegally
685,RT @erikosbeck: And....he was welcomed with open arms and kisses by The Clinton WH https://t.co/VxQB5E3uf6,Andhe was welcomed with open arms and kisses by The Clinton WH
686,RT @SpecialAffair: #TopVideo Gunfire wounds four at Waldorf Astoria wedding http://t.co/Nc79qLL8kR,Gunfire wounds four at Waldorf Astoria wedding
687,RT @Info24US: Follies of Denial: Women and the Islamic State http://t.co/EPAAgqNPBP,Follies of Denial Women and the Islamic State
688,RT @ZombiaxX: Scott Skiles est officiellement le nouveau coach du Magic. #NBA,Scott Skiles est officiellement le nouveau coach du Magic
689,RT @vanessaferrel: @samswey speaking on the historical roots of #mappingpoliceviolence 👏🏿 @deray @Nettaaaaaaaa  #activismnow https://t.co/n…,speaking on the historical roots of
690,Just a photo of Barack Obama teaching #BlackLivesMatter activist how to kill police officers https://t.co/z3bNVTd9As,Just a photo of Barack Obama teaching activist how to kill police officers
691,RT @ringgoldsandra: #ItsRiskyTo talk to me before I have my coffee,talk to me before I have my coffee
692,RT @SherrilMetalGSM: I liked a @YouTube video from @talibkweli https://t.co/GqodtKzq2D Talib Kweli &amp; Styles P - Last Ones (Official Video),I liked a video from Talib Kweli   Styles P  Last Ones Official Video
693,RT @sunshinette: @MariaBartiromo does a good job &amp; eventually runs into @LouDobbs I'm happy with them https://t.co/Uwqg9JPLpY,does a good job   eventually runs into Im happy with them
694,"RT @QueenofOutrSpce: #IfMyFriendsSawMeNow
They'd be like 
pick up truck huh?

Whoa",be like  pick up truck huh  Whoa
695,RT @craigflynn1: Santa knows what you did last summer  #ChristmasAHorrorMovie,Santa knows what you did last summer
696,RT @Vanhelsingjr4: Have a lawyer create my Wish List so there are no loopholes and people will be locked into a contract. #ToDoListBeforeCh…,Have a lawyer create my Wish List so there are no loopholes and people will be locked into a contract
697,RT @JamFlint: #ImTooOldFor competing against kids at hashtag games. https://t.co/SOztlTNSag,competing against kids at hashtag games
698,"RT @KKmb7: “Behold, God is my salvation, I will trust and not be afraid; ‘For YAH, the LORD, is my strength and song;  https://t.co/3Npf4OW…",Behold God is my salvation I will trust and not be afraid For YAH the LORD is my strength and song
699,RT @MoreAndAgain: @obaa_boni Ah okay.,Ah okay
700,chocolate-chip-cookie-dough-ice-cream-pizza-holy-shit,chocolatechipcookiedoughicecreampizzaholyshit
701,RT @AFROhoganY: I probably would have had downloaded it by now if it wasn't for me getting distracted by food today. 😂😂,I probably would have had downloaded it by now if it wasnt for me getting distracted by food today
702,"RT @she_nutt: #ReasonIAmNotASuperhero I'm busy negotiating with the villain.....in other ""good"" ways. http://t.co/NMUKJnZEPz",Im busy negotiating with the villainin other good ways
703,"It looks like natural selection 
#tcot https://t.co/EZRywWRCKb",It looks like natural selection
704,RT @2ALAW: Don't Worry @HillaryClinton When It's Revealed That #Obama Was A Fraud The Pardon Of Your Crimes Will Be Null And Void. Big Smil…,Dont Worry Hillary Clinton When Its Revealed That Was A Fraud The Pardon Of Your Crimes Will Be Null And Void Big Smil
705,Revealed: #GeorgeSoros changed Obama’s policy on increasing the total number of refugees to 100K annually. https://t.co/aESOtR1Q5M,Revealed changed Obamas policy on increasing the total number of refugees to 100K annually
706,RT @smitty300: #RejectedDebateTopics Which one of you has grabbed more pussy?,Which one of you has grabbed more pussy
707,RT @carterda: @khanknee they only do it in a group or mob...one-on-one they fold up like a cheap suit or piss their pants...... https://t.c…,they only do it in a group or moboneonone they fold up like a cheap suit or piss their pants
708,"#WhyTrumpCanceledRallies well... he didn't!!! 
And it turns really MASSIVE in #Austin! Place is fully packed! https://t.co/SJNvkKhMh8",well he didnt  And it turns really MASSIVE in Place is fully packed
709,RT @AllenWestRepub: CEO Who Threatened To Kill Trump With Sniper Rifle Says Life Has Been Turned Upside Down [VIDEO] https://t.co/7PXJhmiVId,CEO Who Threatened To Kill Trump With Sniper Rifle Says Life Has Been Turned Upside Down VIDEO
710,RT @HomerWhite: So. My Prius could too :) https://t.co/JrsXRrnqy9,So My Prius could too
711,"RT @AndyAsAdjective: [texting]

ME: can u make breakfast?
HER: why r u texting me?
M: u in kitchen?
H: in bed right beside u
M: oh hi, text…",texting  ME can u make breakfast HER why r u texting me M u in kitchen H in bed right beside u M oh hi text
712,RT @WendellPierce: There should be an immediate boycott of A&amp;E and all of its sponsors as they normalize the KKK with a reality series. Abh…,There should be an immediate boycott of A E and all of its sponsors as they normalize the KKK with a reality series Abh
713,RT @ScottAdamsSays: Everyone knows it's over. But not everyone can say it yet. https://t.co/5yEFillX98,Everyone knows its over But not everyone can say it yet
714,"RT @edfomeara: Pop down to IKEA for a glass of gluhwein and to watch couples argue.
#ToDoListBeforeChristmas",Pop down to IKEA for a glass of gluhwein and to watch couples argue
715,"RT @thefrappemafia: Seriously, how is any1 surprised whites struck back, like a bad Star Wars movie, after Obama's 2 victories!? https://t.…",Seriously how is any1 surprised whites struck back like a bad Star Wars movie after Obamas 2 victories
